Invoice_no,Customer_ID,Gender,Age,Category,Quantity_Sold,Unit_Price,Total_Revenue,Payment_Method,Invoice_Date,Shopping_Mall
I328975,C167026,Female,46,Shoes,4,2400.68,9602.72,Debit Card,25/08/2022,Viaport Outlet
I959623,C112317,Male,52,Shoes,3,1800.51,5401.53,Debit Card,25/08/2022,Forum Istanbul
I886824,C215480,Female,56,Clothing,1,300.08,300.08,Debit Card,25/08/2022,Metrocity
I327074,C259691,Female,66,Cosmetics,4,162.64,650.56,Cash,25/08/2022,Kanyon
I694663,C206505,Male,21,Technology,4,4200,16800,Credit Card,25/08/2022,Istinye Park
I245433,C160532,Female,61,Souvenir,1,11.73,11.73,Cash,25/08/2022,Kanyon
I145578,C142410,Male,57,Souvenir,3,35.19,105.57,Debit Card,25/08/2022,Viaport Outlet
I105953,C166962,Female,38,Cosmetics,2,81.32,162.64,Cash,25/08/2022,Kanyon
I193530,C145041,Male,52,Toys,4,143.36,573.44,Credit Card,25/08/2022,Forum Istanbul
I108831,C140212,Female,19,Shoes,1,600.17,600.17,Cash,25/08/2022,Metrocity
I432873,C134990,Female,31,Shoes,3,1800.51,5401.53,Cash,25/08/2022,Metropol AVM
I163439,C282248,Female,44,Clothing,3,900.24,2700.72,Debit Card,25/08/2022,Viaport Outlet
I923477,C186041,Male,63,Books,1,15.15,15.15,Debit Card,25/08/2022,Zorlu Center
I132982,C114570,Female,27,Food & Beverage,3,15.69,47.07,Cash,25/08/2022,Viaport Outlet
I533759,C172882,Male,43,Cosmetics,3,121.98,365.94,Credit Card,25/08/2022,Istinye Park
I335354,C154169,Female,32,Clothing,3,900.24,2700.72,Debit Card,25/08/2022,Forum Istanbul
I302469,C266212,Female,54,Clothing,5,1500.4,7502,Credit Card,25/08/2022,Metrocity
I379964,C153803,Female,25,Cosmetics,3,121.98,365.94,Credit Card,25/08/2022,Mall of Istanbul
I515293,C106384,Male,49,Shoes,3,1800.51,5401.53,Cash,25/08/2022,Istinye Park
I186369,C168043,Female,66,Toys,5,179.2,896,Cash,25/08/2022,Zorlu Center
I110767,C243365,Female,64,Cosmetics,1,40.66,40.66,Cash,25/08/2022,Metropol AVM
I273662,C510431,Female,33,Cosmetics,2,81.32,162.64,Credit Card,25/08/2022,Metrocity
I333610,C246514,Male,43,Technology,5,5250,26250,Cash,25/08/2022,Zorlu Center
I767800,C105618,Female,33,Clothing,3,900.24,2700.72,Credit Card,25/08/2022,Istinye Park
I291687,C805858,Male,54,Food & Beverage,1,5.23,5.23,Cash,25/08/2022,Cevahir AVM
I190630,C180908,Female,63,Souvenir,5,58.65,293.25,Credit Card,25/08/2022,Emaar Square Mall
I311952,C121924,Male,69,Food & Beverage,3,15.69,47.07,Cash,25/08/2022,Mall of Istanbul
I333313,C356906,Male,33,Toys,3,107.52,322.56,Debit Card,25/08/2022,Viaport Outlet
I248672,C171368,Female,18,Cosmetics,1,40.66,40.66,Credit Card,25/08/2022,Kanyon
I134051,C333866,Male,58,Food & Beverage,4,20.92,83.68,Credit Card,25/08/2022,Emaar Square Mall
I303836,C175630,Male,20,Shoes,3,1800.51,5401.53,Cash,25/08/2022,Forum Istanbul
I144854,C333155,Male,21,Toys,3,107.52,322.56,Credit Card,25/08/2022,Mall of Istanbul
I119611,C152720,Male,56,Clothing,4,1200.32,4801.28,Cash,25/08/2022,Kanyon
I120734,C549807,Male,27,Clothing,1,300.08,300.08,Debit Card,25/08/2022,Metrocity
I261427,C335435,Male,35,Cosmetics,2,81.32,162.64,Credit Card,25/08/2022,Metrocity
I255088,C130409,Female,66,Clothing,4,1200.32,4801.28,Cash,25/08/2022,Forum Istanbul
I265576,C338257,Female,67,Clothing,5,1500.4,7502,Credit Card,25/08/2022,Kanyon
I129288,C146693,Female,24,Clothing,5,1500.4,7502,Cash,25/08/2022,Cevahir AVM
I828873,C125814,Female,34,Cosmetics,2,81.32,162.64,Credit Card,25/08/2022,Mall of Istanbul
I162379,C293401,Female,29,Technology,2,2100,4200,Cash,25/08/2022,Kanyon
I212562,C203516,Female,32,Clothing,3,900.24,2700.72,Cash,25/08/2022,Forum Istanbul
I269930,C285795,Female,24,Cosmetics,3,121.98,365.94,Debit Card,25/08/2022,Metrocity
I212640,C167366,Female,42,Cosmetics,5,203.3,1016.5,Debit Card,25/08/2022,Istinye Park
I245339,C628011,Male,28,Toys,3,107.52,322.56,Cash,25/08/2022,Istinye Park
I652657,C472032,Male,29,Shoes,5,3000.85,15004.25,Cash,25/08/2022,Istinye Park
I303846,C328810,Female,25,Shoes,3,1800.51,5401.53,Cash,25/08/2022,Kanyon
I195385,C471100,Female,59,Cosmetics,5,203.3,1016.5,Debit Card,25/08/2022,Mall of Istanbul
I203340,C837490,Female,44,Toys,4,143.36,573.44,Credit Card,25/08/2022,Metrocity
I208942,C286246,Female,45,Food & Beverage,2,10.46,20.92,Cash,25/08/2022,Mall of Istanbul
I324626,C147498,Male,23,Toys,2,71.68,143.36,Cash,25/08/2022,Zorlu Center
I286886,C296915,Male,30,Shoes,2,1200.34,2400.68,Credit Card,25/08/2022,Kanyon
I477519,C155860,Female,53,Technology,3,3150,9450,Credit Card,25/08/2022,Kanyon
I195794,C116545,Female,40,Souvenir,3,35.19,105.57,Credit Card,25/08/2022,Mall of Istanbul
I221694,C256642,Female,63,Toys,4,143.36,573.44,Cash,25/08/2022,Forum Istanbul
I342589,C196721,Female,24,Shoes,2,1200.34,2400.68,Cash,25/08/2022,Forum Istanbul
I133820,C292788,Male,68,Souvenir,5,58.65,293.25,Debit Card,25/08/2022,Kanyon
I147239,C330397,Male,29,Toys,1,35.84,35.84,Credit Card,25/08/2022,Mall of Istanbul
I295677,C218748,Male,36,Food & Beverage,1,5.23,5.23,Credit Card,25/08/2022,Emaar Square Mall
I616290,C595927,Male,39,Food & Beverage,3,15.69,47.07,Cash,25/08/2022,Metropol AVM
I302157,C158709,Female,34,Toys,5,179.2,896,Credit Card,25/08/2022,Istinye Park
I155916,C171778,Male,39,Shoes,2,1200.34,2400.68,Cash,25/08/2022,Viaport Outlet
I221674,C627552,Male,56,Toys,5,179.2,896,Cash,25/08/2022,Viaport Outlet
I739094,C858996,Male,40,Toys,4,143.36,573.44,Cash,25/08/2022,Istinye Park
I579032,C290633,Female,52,Clothing,1,300.08,300.08,Cash,25/08/2022,Cevahir AVM
I195956,C131682,Male,36,Shoes,1,600.17,600.17,Cash,25/08/2022,Metropol AVM
I221117,C559108,Male,54,Shoes,1,600.17,600.17,Debit Card,25/08/2022,Istinye Park
I162700,C624994,Female,22,Cosmetics,2,81.32,162.64,Credit Card,25/08/2022,Istinye Park
I205504,C235812,Male,30,Food & Beverage,4,20.92,83.68,Credit Card,25/08/2022,Kanyon
I146919,C229284,Female,50,Clothing,1,300.08,300.08,Credit Card,25/08/2022,Metropol AVM
I910325,C247075,Female,39,Food & Beverage,1,5.23,5.23,Cash,25/08/2022,Cevahir AVM
I588079,C269258,Female,27,Toys,5,179.2,896,Debit Card,25/08/2022,Kanyon
I147617,C344555,Female,62,Food & Beverage,2,10.46,20.92,Debit Card,25/08/2022,Metrocity
I107993,C232460,Female,40,Cosmetics,3,121.98,365.94,Cash,25/08/2022,Mall of Istanbul
I274761,C251580,Male,25,Toys,2,71.68,143.36,Credit Card,25/08/2022,Kanyon
I230011,C143276,Female,32,Clothing,1,300.08,300.08,Cash,25/08/2022,Emaar Square Mall
I225440,C332528,Male,64,Clothing,5,1500.4,7502,Debit Card,25/08/2022,Zorlu Center
I221774,C759406,Female,62,Clothing,2,600.16,1200.32,Cash,25/08/2022,Forum Istanbul
I144983,C241474,Male,23,Clothing,2,600.16,1200.32,Debit Card,25/08/2022,Mall of Istanbul
I193919,C695396,Female,27,Toys,5,179.2,896,Cash,25/08/2022,Kanyon
I199589,C301597,Male,19,Food & Beverage,2,10.46,20.92,Credit Card,25/08/2022,Mall of Istanbul
I298706,C186095,Female,45,Clothing,1,300.08,300.08,Cash,25/08/2022,Istinye Park
I745652,C326128,Female,22,Clothing,3,900.24,2700.72,Debit Card,25/08/2022,Emaar Square Mall
I344657,C230134,Female,30,Cosmetics,4,162.64,650.56,Cash,25/08/2022,Mall of Istanbul
I178323,C284422,Female,36,Cosmetics,5,203.3,1016.5,Cash,25/08/2022,Zorlu Center
I104726,C288417,Female,44,Toys,2,71.68,143.36,Debit Card,25/08/2022,Forum Istanbul
I145308,C120281,Female,50,Clothing,2,600.16,1200.32,Credit Card,25/08/2022,Forum Istanbul
I111055,C474896,Male,68,Technology,1,1050,1050,Credit Card,26/08/2022,Mall of Istanbul
I602106,C241238,Female,53,Shoes,5,3000.85,15004.25,Credit Card,26/08/2022,Istinye Park
I307391,C218830,Female,54,Souvenir,2,23.46,46.92,Credit Card,26/08/2022,Mall of Istanbul
I186732,C891375,Female,27,Clothing,5,1500.4,7502,Credit Card,26/08/2022,Kanyon
I609968,C338960,Female,37,Clothing,3,900.24,2700.72,Cash,26/08/2022,Kanyon
I173033,C983589,Male,28,Souvenir,4,46.92,187.68,Debit Card,26/08/2022,Metrocity
I318269,C144974,Male,52,Clothing,4,1200.32,4801.28,Cash,26/08/2022,Emaar Square Mall
I156934,C256049,Female,36,Food & Beverage,4,20.92,83.68,Cash,26/08/2022,Kanyon
I329134,C605796,Female,47,Clothing,4,1200.32,4801.28,Cash,26/08/2022,Metrocity
I319684,C232529,Female,28,Cosmetics,4,162.64,650.56,Cash,26/08/2022,Cevahir AVM
I119784,C228517,Female,56,Cosmetics,4,162.64,650.56,Cash,26/08/2022,Metrocity
I132250,C164672,Female,55,Books,3,45.45,136.35,Cash,26/08/2022,Istinye Park
I759283,C191074,Male,69,Shoes,3,1800.51,5401.53,Debit Card,26/08/2022,Zorlu Center
I767257,C181528,Female,65,Clothing,3,900.24,2700.72,Cash,26/08/2022,Istinye Park
I435704,C287538,Female,44,Clothing,3,900.24,2700.72,Credit Card,26/08/2022,Viaport Outlet
I229148,C508544,Male,30,Shoes,5,3000.85,15004.25,Credit Card,26/08/2022,Mall of Istanbul
I119063,C205339,Male,31,Toys,2,71.68,143.36,Credit Card,26/08/2022,Kanyon
I534670,C153724,Female,57,Cosmetics,5,203.3,1016.5,Debit Card,26/08/2022,Mall of Istanbul
I517096,C310673,Male,25,Clothing,3,900.24,2700.72,Credit Card,26/08/2022,Emaar Square Mall
I315404,C140926,Male,46,Books,4,60.6,242.4,Cash,26/08/2022,Istinye Park
I276354,C186584,Female,23,Toys,5,179.2,896,Cash,26/08/2022,Cevahir AVM
I282579,C139794,Female,42,Toys,4,143.36,573.44,Credit Card,26/08/2022,Emaar Square Mall
I303599,C303147,Female,25,Clothing,4,1200.32,4801.28,Cash,26/08/2022,Mall of Istanbul
I103989,C101716,Female,26,Cosmetics,2,81.32,162.64,Cash,26/08/2022,Metrocity
I339422,C281664,Male,41,Clothing,1,300.08,300.08,Credit Card,26/08/2022,Kanyon
I390658,C157417,Female,58,Souvenir,2,23.46,46.92,Credit Card,26/08/2022,Forum Istanbul
I183292,C101518,Female,52,Clothing,5,1500.4,7502,Credit Card,26/08/2022,Istinye Park
I100913,C229817,Female,41,Shoes,4,2400.68,9602.72,Cash,26/08/2022,Viaport Outlet
I154296,C153111,Female,34,Toys,1,35.84,35.84,Cash,26/08/2022,Zorlu Center
I195026,C218470,Male,36,Clothing,1,300.08,300.08,Credit Card,26/08/2022,Cevahir AVM
I306332,C726598,Female,51,Shoes,2,1200.34,2400.68,Credit Card,26/08/2022,Kanyon
I300300,C229297,Female,54,Clothing,3,900.24,2700.72,Cash,26/08/2022,Metrocity
I131770,C150438,Male,21,Clothing,5,1500.4,7502,Cash,26/08/2022,Metrocity
I111715,C320602,Female,28,Food & Beverage,5,26.15,130.75,Credit Card,26/08/2022,Emaar Square Mall
I827466,C241939,Male,27,Cosmetics,1,40.66,40.66,Credit Card,26/08/2022,Kanyon
I103509,C156601,Female,43,Toys,3,107.52,322.56,Debit Card,26/08/2022,Mall of Istanbul
I177096,C149824,Female,68,Clothing,3,900.24,2700.72,Cash,26/08/2022,Mall of Istanbul
I231267,C245553,Female,37,Food & Beverage,4,20.92,83.68,Cash,26/08/2022,Metropol AVM
I984388,C859511,Female,53,Clothing,2,600.16,1200.32,Cash,26/08/2022,Forum Istanbul
I245707,C275409,Female,30,Toys,4,143.36,573.44,Debit Card,26/08/2022,Kanyon
I231212,C291522,Male,29,Toys,3,107.52,322.56,Credit Card,26/08/2022,Viaport Outlet
I238256,C213948,Male,31,Books,5,75.75,378.75,Cash,26/08/2022,Istinye Park
I494290,C223999,Male,38,Souvenir,1,11.73,11.73,Cash,26/08/2022,Emaar Square Mall
I332036,C235426,Female,30,Toys,2,71.68,143.36,Cash,26/08/2022,Mall of Istanbul
I108557,C824983,Female,27,Toys,3,107.52,322.56,Credit Card,26/08/2022,Zorlu Center
I105314,C305052,Female,68,Clothing,4,1200.32,4801.28,Credit Card,26/08/2022,Kanyon
I262441,C108215,Female,33,Toys,3,107.52,322.56,Cash,26/08/2022,Mall of Istanbul
I163314,C240606,Female,27,Toys,2,71.68,143.36,Credit Card,26/08/2022,Mall of Istanbul
I653143,C277646,Female,46,Books,4,60.6,242.4,Credit Card,26/08/2022,Metrocity
I188876,C333928,Male,29,Books,3,45.45,136.35,Credit Card,26/08/2022,Metrocity
I143702,C990220,Female,35,Clothing,1,300.08,300.08,Credit Card,26/08/2022,Zorlu Center
I324518,C280321,Male,69,Cosmetics,5,203.3,1016.5,Credit Card,26/08/2022,Kanyon
I154319,C259945,Female,34,Cosmetics,3,121.98,365.94,Debit Card,26/08/2022,Kanyon
I219431,C232806,Female,64,Shoes,1,600.17,600.17,Debit Card,26/08/2022,Metrocity
I249156,C335236,Female,64,Cosmetics,3,121.98,365.94,Credit Card,26/08/2022,Istinye Park
I229714,C155028,Male,22,Cosmetics,3,121.98,365.94,Cash,26/08/2022,Mall of Istanbul
I227561,C700641,Male,20,Books,3,45.45,136.35,Cash,26/08/2022,Istinye Park
I219092,C252201,Male,62,Food & Beverage,1,5.23,5.23,Cash,26/08/2022,Metrocity
I314139,C117680,Male,54,Shoes,5,3000.85,15004.25,Cash,26/08/2022,Forum Istanbul
I626674,C196881,Male,39,Books,1,15.15,15.15,Credit Card,26/08/2022,Mall of Istanbul
I119059,C266566,Female,23,Food & Beverage,4,20.92,83.68,Cash,26/08/2022,Zorlu Center
I311156,C330425,Male,49,Books,4,60.6,242.4,Credit Card,26/08/2022,Forum Istanbul
I267793,C118793,Female,49,Clothing,4,1200.32,4801.28,Cash,26/08/2022,Istinye Park
I326473,C337625,Female,64,Clothing,5,1500.4,7502,Credit Card,26/08/2022,Kanyon
I277323,C230462,Male,26,Cosmetics,3,121.98,365.94,Credit Card,26/08/2022,Kanyon
I278175,C206203,Female,29,Food & Beverage,3,15.69,47.07,Cash,26/08/2022,Kanyon
I265233,C305481,Male,56,Clothing,1,300.08,300.08,Debit Card,26/08/2022,Kanyon
I335754,C120553,Female,21,Food & Beverage,5,26.15,130.75,Cash,26/08/2022,Metropol AVM
I295151,C146554,Female,48,Food & Beverage,1,5.23,5.23,Credit Card,26/08/2022,Mall of Istanbul
I794636,C111998,Female,31,Clothing,3,900.24,2700.72,Cash,26/08/2022,Kanyon
I281572,C224041,Female,39,Food & Beverage,5,26.15,130.75,Cash,26/08/2022,Mall of Istanbul
I769452,C727568,Male,36,Food & Beverage,4,20.92,83.68,Debit Card,26/08/2022,Kanyon
I144672,C218029,Female,24,Toys,5,179.2,896,Credit Card,26/08/2022,Metropol AVM
I431826,C139411,Male,47,Souvenir,1,11.73,11.73,Cash,26/08/2022,Emaar Square Mall
I289601,C334146,Female,29,Clothing,4,1200.32,4801.28,Debit Card,26/08/2022,Istinye Park
I700305,C894732,Male,69,Clothing,5,1500.4,7502,Debit Card,26/08/2022,Cevahir AVM
I256209,C225675,Female,41,Toys,2,71.68,143.36,Cash,26/08/2022,Kanyon
I250829,C888104,Male,27,Cosmetics,5,203.3,1016.5,Credit Card,26/08/2022,Zorlu Center
I268824,C146165,Female,65,Clothing,2,600.16,1200.32,Cash,26/08/2022,Metrocity
I184673,C185319,Female,31,Clothing,5,1500.4,7502,Cash,26/08/2022,Mall of Istanbul
I608871,C180559,Female,56,Clothing,1,300.08,300.08,Credit Card,26/08/2022,Kanyon
I186134,C307659,Male,57,Technology,5,5250,26250,Cash,26/08/2022,Kanyon
I586946,C670800,Female,45,Toys,1,35.84,35.84,Cash,26/08/2022,Mall of Istanbul
I665501,C276781,Female,58,Clothing,4,1200.32,4801.28,Debit Card,26/08/2022,Kanyon
I207746,C261304,Female,42,Clothing,1,300.08,300.08,Credit Card,26/08/2022,Mall of Istanbul
I182466,C227285,Female,67,Cosmetics,5,203.3,1016.5,Credit Card,26/08/2022,Istinye Park
I222982,C172921,Female,61,Clothing,3,900.24,2700.72,Credit Card,26/08/2022,Mall of Istanbul
I838674,C131056,Female,45,Toys,1,35.84,35.84,Credit Card,26/08/2022,Kanyon
I299331,C234553,Female,23,Food & Beverage,2,10.46,20.92,Cash,26/08/2022,Kanyon
I323414,C128292,Female,45,Shoes,1,600.17,600.17,Cash,26/08/2022,Metropol AVM
I232488,C275272,Female,25,Cosmetics,2,81.32,162.64,Credit Card,26/08/2022,Mall of Istanbul
I777789,C271962,Male,64,Clothing,1,300.08,300.08,Debit Card,26/08/2022,Zorlu Center
I130091,C324489,Female,47,Cosmetics,3,121.98,365.94,Credit Card,26/08/2022,Forum Istanbul
I156588,C151023,Female,36,Clothing,4,1200.32,4801.28,Debit Card,26/08/2022,Mall of Istanbul
I329208,C305106,Male,54,Clothing,5,1500.4,7502,Credit Card,26/08/2022,Emaar Square Mall
I287995,C823577,Female,25,Food & Beverage,1,5.23,5.23,Cash,26/08/2022,Metrocity
I230832,C329041,Male,69,Books,4,60.6,242.4,Cash,26/08/2022,Metrocity
I210293,C193327,Female,67,Books,2,30.3,60.6,Credit Card,26/08/2022,Cevahir AVM
I165057,C311817,Male,59,Shoes,3,1800.51,5401.53,Debit Card,26/08/2022,Emaar Square Mall
I504216,C167084,Female,40,Shoes,1,600.17,600.17,Credit Card,26/08/2022,Metrocity
I884850,C512833,Female,23,Food & Beverage,1,5.23,5.23,Cash,26/08/2022,Istinye Park
I453753,C171475,Male,42,Shoes,3,1800.51,5401.53,Cash,26/08/2022,Metrocity
I101627,C144374,Male,59,Food & Beverage,2,10.46,20.92,Debit Card,26/08/2022,Zorlu Center
I258453,C168409,Male,20,Clothing,1,300.08,300.08,Debit Card,26/08/2022,Kanyon
I123452,C144642,Male,28,Food & Beverage,5,26.15,130.75,Cash,26/08/2022,Metropol AVM
I197684,C707629,Female,48,Clothing,2,600.16,1200.32,Cash,26/08/2022,Metrocity
I252828,C934428,Female,32,Technology,5,5250,26250,Debit Card,26/08/2022,Zorlu Center
I891732,C246568,Male,54,Shoes,1,600.17,600.17,Cash,26/08/2022,Metrocity
I955082,C133647,Female,65,Clothing,4,1200.32,4801.28,Credit Card,26/08/2022,Metrocity
I847744,C235332,Male,20,Clothing,1,300.08,300.08,Cash,26/08/2022,Forum Istanbul
I332785,C339602,Male,33,Cosmetics,4,162.64,650.56,Cash,26/08/2022,Kanyon
I139331,C181923,Female,60,Toys,1,35.84,35.84,Cash,26/08/2022,Viaport Outlet
I272170,C123413,Female,35,Souvenir,4,46.92,187.68,Cash,26/08/2022,Emaar Square Mall
I181250,C156929,Female,24,Souvenir,1,11.73,11.73,Debit Card,26/08/2022,Kanyon
I220474,C191269,Female,65,Clothing,2,600.16,1200.32,Credit Card,26/08/2022,Istinye Park
I200484,C190102,Female,48,Clothing,3,900.24,2700.72,Credit Card,26/08/2022,Metropol AVM
I663101,C313218,Female,30,Cosmetics,5,203.3,1016.5,Credit Card,26/08/2022,Kanyon
I624427,C612717,Female,63,Clothing,4,1200.32,4801.28,Credit Card,26/08/2022,Metropol AVM
I565391,C223761,Male,31,Shoes,2,1200.34,2400.68,Cash,26/08/2022,Cevahir AVM
I316244,C377238,Male,57,Clothing,3,900.24,2700.72,Credit Card,26/08/2022,Metrocity
I177362,C243381,Female,69,Cosmetics,4,162.64,650.56,Cash,26/08/2022,Istinye Park
I273348,C250684,Male,56,Shoes,3,1800.51,5401.53,Debit Card,26/08/2022,Kanyon
I905111,C244206,Female,39,Food & Beverage,4,20.92,83.68,Cash,26/08/2022,Metropol AVM
I288754,C462592,Female,42,Clothing,4,1200.32,4801.28,Credit Card,26/08/2022,Metropol AVM
I207522,C173890,Female,47,Technology,4,4200,16800,Debit Card,26/08/2022,Zorlu Center
I231071,C125746,Female,37,Clothing,4,1200.32,4801.28,Credit Card,26/08/2022,Zorlu Center
I255741,C468831,Female,26,Clothing,4,1200.32,4801.28,Cash,26/08/2022,Metrocity
I216712,C218884,Female,56,Food & Beverage,4,20.92,83.68,Cash,26/08/2022,Istinye Park
I129313,C215150,Male,64,Food & Beverage,1,5.23,5.23,Credit Card,26/08/2022,Viaport Outlet
I304393,C210199,Male,67,Food & Beverage,1,5.23,5.23,Credit Card,26/08/2022,Kanyon
I281906,C169628,Male,51,Clothing,1,300.08,300.08,Cash,26/08/2022,Metrocity
I189466,C198911,Female,44,Clothing,2,600.16,1200.32,Credit Card,26/08/2022,Zorlu Center
I291144,C942928,Female,33,Souvenir,1,11.73,11.73,Cash,26/08/2022,Kanyon
I223320,C309534,Female,56,Cosmetics,2,81.32,162.64,Cash,26/08/2022,Kanyon
I592855,C376253,Male,65,Toys,1,35.84,35.84,Cash,26/08/2022,Metrocity
I115459,C273902,Female,68,Shoes,2,1200.34,2400.68,Cash,26/08/2022,Emaar Square Mall
I263667,C213695,Male,65,Toys,5,179.2,896,Debit Card,26/08/2022,Kanyon
I223568,C249401,Female,61,Toys,2,71.68,143.36,Credit Card,27/08/2022,Istinye Park
I279919,C290275,Female,38,Clothing,2,600.16,1200.32,Cash,27/08/2022,Istinye Park
I742965,C211277,Female,60,Toys,3,107.52,322.56,Cash,27/08/2022,Zorlu Center
I813784,C177475,Female,20,Technology,2,2100,4200,Credit Card,27/08/2022,Forum Istanbul
I130989,C148047,Female,69,Clothing,1,300.08,300.08,Credit Card,27/08/2022,Metrocity
I323800,C107279,Female,23,Food & Beverage,3,15.69,47.07,Cash,27/08/2022,Mall of Istanbul
I577375,C333626,Female,60,Clothing,2,600.16,1200.32,Cash,27/08/2022,Metropol AVM
I244653,C124871,Female,46,Shoes,4,2400.68,9602.72,Cash,27/08/2022,Kanyon
I104058,C124321,Female,32,Shoes,2,1200.34,2400.68,Cash,27/08/2022,Metropol AVM
I253706,C218834,Female,34,Toys,2,71.68,143.36,Debit Card,27/08/2022,Mall of Istanbul
I479228,C118832,Male,23,Clothing,5,1500.4,7502,Credit Card,27/08/2022,Metrocity
I133255,C136111,Female,37,Toys,2,71.68,143.36,Cash,27/08/2022,Mall of Istanbul
I289127,C264869,Female,56,Toys,1,35.84,35.84,Cash,27/08/2022,Kanyon
I338369,C273705,Female,65,Cosmetics,5,203.3,1016.5,Credit Card,27/08/2022,Forum Istanbul
I294326,C951410,Male,50,Shoes,4,2400.68,9602.72,Debit Card,27/08/2022,Metropol AVM
I187324,C409106,Female,38,Clothing,5,1500.4,7502,Cash,27/08/2022,Istinye Park
I330920,C164540,Male,27,Cosmetics,1,40.66,40.66,Credit Card,27/08/2022,Kanyon
I556045,C262473,Female,48,Clothing,4,1200.32,4801.28,Debit Card,27/08/2022,Metrocity
I111219,C210789,Female,27,Clothing,1,300.08,300.08,Credit Card,27/08/2022,Metropol AVM
I283610,C291071,Female,22,Food & Beverage,3,15.69,47.07,Credit Card,27/08/2022,Emaar Square Mall
I846414,C183393,Female,51,Shoes,1,600.17,600.17,Credit Card,27/08/2022,Metrocity
I137657,C300842,Male,36,Toys,1,35.84,35.84,Cash,27/08/2022,Metrocity
I146686,C202507,Female,68,Clothing,5,1500.4,7502,Credit Card,27/08/2022,Istinye Park
I424859,C272390,Male,63,Cosmetics,5,203.3,1016.5,Credit Card,27/08/2022,Metrocity
I283501,C214466,Female,54,Cosmetics,5,203.3,1016.5,Credit Card,27/08/2022,Mall of Istanbul
I213209,C149454,Male,49,Toys,1,35.84,35.84,Credit Card,27/08/2022,Istinye Park
I109250,C316157,Male,35,Clothing,3,900.24,2700.72,Credit Card,27/08/2022,Mall of Istanbul
I394261,C267117,Male,55,Cosmetics,4,162.64,650.56,Cash,27/08/2022,Metrocity
I331390,C298448,Female,33,Food & Beverage,3,15.69,47.07,Cash,27/08/2022,Metropol AVM
I179982,C147175,Male,63,Clothing,5,1500.4,7502,Credit Card,27/08/2022,Istinye Park
I880108,C273330,Male,68,Clothing,1,300.08,300.08,Credit Card,27/08/2022,Mall of Istanbul
I513665,C115770,Female,64,Clothing,1,300.08,300.08,Debit Card,27/08/2022,Mall of Istanbul
I746748,C105545,Female,30,Clothing,1,300.08,300.08,Credit Card,27/08/2022,Emaar Square Mall
I182436,C246039,Female,40,Clothing,4,1200.32,4801.28,Cash,27/08/2022,Mall of Istanbul
I132142,C198918,Male,52,Technology,2,2100,4200,Cash,27/08/2022,Forum Istanbul
I323284,C452779,Male,58,Toys,2,71.68,143.36,Cash,27/08/2022,Viaport Outlet
I147826,C672064,Female,30,Technology,2,2100,4200,Cash,27/08/2022,Istinye Park
I246676,C745359,Female,50,Toys,5,179.2,896,Cash,27/08/2022,Cevahir AVM
I100835,C259176,Female,43,Clothing,5,1500.4,7502,Debit Card,27/08/2022,Viaport Outlet
I293777,C170758,Male,21,Cosmetics,4,162.64,650.56,Cash,27/08/2022,Mall of Istanbul
I534467,C785648,Female,38,Clothing,1,300.08,300.08,Credit Card,27/08/2022,Metropol AVM
I121165,C202965,Female,69,Clothing,2,600.16,1200.32,Credit Card,27/08/2022,Mall of Istanbul
I409306,C190959,Female,24,Clothing,4,1200.32,4801.28,Credit Card,27/08/2022,Metropol AVM
I183818,C171498,Female,29,Clothing,1,300.08,300.08,Debit Card,27/08/2022,Zorlu Center
I152168,C253796,Male,19,Books,2,30.3,60.6,Cash,27/08/2022,Forum Istanbul
I875629,C147477,Female,34,Food & Beverage,1,5.23,5.23,Cash,27/08/2022,Zorlu Center
I308981,C779195,Female,37,Souvenir,5,58.65,293.25,Debit Card,27/08/2022,Viaport Outlet
I331207,C525846,Female,18,Clothing,3,900.24,2700.72,Cash,27/08/2022,Metrocity
I278677,C234449,Female,55,Food & Beverage,2,10.46,20.92,Cash,27/08/2022,Mall of Istanbul
I389845,C268336,Female,33,Cosmetics,1,40.66,40.66,Cash,27/08/2022,Metrocity
I284302,C808276,Male,31,Souvenir,5,58.65,293.25,Cash,27/08/2022,Mall of Istanbul
I190231,C333804,Female,26,Clothing,1,300.08,300.08,Credit Card,27/08/2022,Metrocity
I280629,C205051,Male,67,Cosmetics,1,40.66,40.66,Debit Card,27/08/2022,Metrocity
I243194,C193989,Female,38,Food & Beverage,4,20.92,83.68,Credit Card,27/08/2022,Istinye Park
I257238,C489811,Female,47,Souvenir,5,58.65,293.25,Cash,27/08/2022,Metrocity
I261282,C228743,Male,33,Cosmetics,4,162.64,650.56,Debit Card,27/08/2022,Kanyon
I326100,C965196,Female,65,Books,2,30.3,60.6,Cash,27/08/2022,Mall of Istanbul
I150341,C182804,Male,63,Food & Beverage,1,5.23,5.23,Cash,27/08/2022,Mall of Istanbul
I246259,C138288,Male,25,Shoes,5,3000.85,15004.25,Credit Card,27/08/2022,Kanyon
I195119,C245573,Male,29,Food & Beverage,3,15.69,47.07,Cash,27/08/2022,Kanyon
I798468,C169104,Male,59,Cosmetics,3,121.98,365.94,Cash,27/08/2022,Mall of Istanbul
I335259,C885623,Male,35,Cosmetics,4,162.64,650.56,Cash,27/08/2022,Metrocity
I858807,C219563,Female,23,Cosmetics,5,203.3,1016.5,Credit Card,27/08/2022,Istinye Park
